sent0	sent1	label
who does <e> play in seinfeld?	ns:people.person.profession ?y .?y ns:people.profession.people_with_this_profession ?x .	0
who does <e> play in seinfeld?	ns:people.person.profession ?y .?y ns:base.descriptive_names.names.descriptive_name ?x .	0
who does <e> play in seinfeld?	ns:people.person.profession ?y .?y ns:common.topic.alias ?x .	0
who does <e> play in seinfeld?	ns:people.person.profession ?y .?y ns:base.schemastaging.context_name.pronunciation ?x .	0
who does <e> play in seinfeld?	ns:tv.tv_actor.guest_roles ?y .?y ns:tv.tv_guest_role.character ?x .	0
who does <e> play in seinfeld?	ns:tv.tv_actor.guest_roles ?y .?y ns:tv.tv_guest_role.actor ?x .	0
who does <e> play in seinfeld?	ns:tv.tv_actor.guest_roles ?y .?y ns:tv.tv_guest_role.episodes_appeared_in ?x .	0
who does <e> play in seinfeld?	ns:tv.tv_actor.guest_roles ?y .?y ns:tv.tv_guest_role.special_performance_type ?x .	0
who does <e> play in seinfeld?	ns:tv.tv_actor.guest_roles ?y .?y ns:type.object.type ?x .	0
who does <e> play in seinfeld?	ns:tv.tv_writer.tv_programs ?y .?y ns:tv.tv_program_writer_relationship.tv_program ?x .	0
who does <e> play in seinfeld?	ns:tv.tv_writer.tv_programs ?y .?y ns:tv.tv_program_writer_relationship.writer ?x .	0
who does <e> play in seinfeld?	ns:tv.tv_writer.tv_programs ?y .?y ns:type.object.type ?x .	0
who does <e> play in seinfeld?	ns:fictional_universe.person_in_fiction.representations_in_fiction ?y .?y ns:tv.tv_character.appeared_in_tv_episodes ?x .	0
who does <e> play in seinfeld?	ns:fictional_universe.person_in_fiction.representations_in_fiction ?y .?y ns:fictional_universe.fictional_character.based_on ?x .	0
who does <e> play in seinfeld?	ns:fictional_universe.person_in_fiction.representations_in_fiction ?y .?y ns:tv.tv_character.appeared_in_tv_program ?x .	0
who does <e> play in seinfeld?	ns:fictional_universe.person_in_fiction.representations_in_fiction ?y .?y ns:film.film_character.portrayed_in_films ?x .	0
who does <e> play in seinfeld?	ns:fictional_universe.person_in_fiction.representations_in_fiction ?y .?y ns:fictional_universe.fictional_character.character_created_by ?x .	0
which movie did <e> direct in 1990	ns:film.director.film ?x .	1
which movie did <e> direct in 1990	ns:film.writer.film ?x .	0
which movie did <e> direct in 1990	ns:film.producer.films_executive_produced ?x .	0
which movie did <e> direct in 1990	ns:film.producer.film ?x .	0
which movie did <e> direct in 1990	ns:people.person.profession ?x .	0
which movie did <e> direct in 1990	ns:freebase.valuenotation.has_value ?x .	0
who edited the movie <e>	ns:film.film.edited_by ?x .	1
who edited the movie <e>	ns:film.film.directed_by ?x .	0
who edited the movie <e>	ns:film.film.produced_by ?x .	0
who edited the movie <e>	ns:film.film.executive_produced_by ?x .	0
who edited the movie <e>	ns:film.film.film_art_direction_by ?x .	0
who edited the movie <e>	ns:film.film.written_by ?x .	0
what is the author of the book <e>	ns:book.written_work.author ?x .	1
what is the author of the book <e>	ns:book.written_work.next_in_series ?x .	0
what is the author of the book <e>	ns:book.book.editions ?x .	0
what is the author of the book <e>	ns:book.book.characters ?x .	0
what is the author of the book <e>	ns:book.written_work.date_of_first_publication ?x .	0
what is the author of the book <e>	ns:book.written_work.original_language ?x .	0
what team does <e> play for 2011?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	1
what team does <e> play for 2011?	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.team ?x .	0
what team does <e> play for 2011?	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.player ?x .	0
what team does <e> play for 2011?	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.from ?x .	0
what team does <e> play for 2011?	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.position ?x .	0
what team does <e> play for 2011?	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.to ?x .	0
what team does <e> play for 2011?	ns:american_football.football_player.games ?y .?y ns:american_football.player_game_statistics.team ?x .	0
what team does <e> play for 2011?	ns:american_football.football_player.games ?y .?y ns:american_football.player_game_statistics.games ?x .	0
what team does <e> play for 2011?	ns:american_football.football_player.games ?y .?y ns:american_football.player_game_statistics.player ?x .	0
what team does <e> play for 2011?	ns:american_football.football_player.games ?y .?y ns:american_football.player_game_statistics.season ?x .	0
what team does <e> play for 2011?	ns:american_football.football_player.games ?y .?y ns:american_football.player_game_statistics.as_of_week ?x .	0
what team does <e> play for 2011?	ns:american_football.football_player.receiving ?y .?y ns:american_football.player_receiving_statistics.team ?x .	0
what team does <e> play for 2011?	ns:american_football.football_player.receiving ?y .?y ns:american_football.player_receiving_statistics.player ?x .	0
what team does <e> play for 2011?	ns:american_football.football_player.receiving ?y .?y ns:american_football.player_receiving_statistics.receptions ?x .	0
what team does <e> play for 2011?	ns:american_football.football_player.receiving ?y .?y ns:american_football.player_receiving_statistics.as_of_week ?x .	0
what team does <e> play for 2011?	ns:american_football.football_player.receiving ?y .?y ns:american_football.player_receiving_statistics.season ?x .	0
what team does <e> play for 2011?	ns:user.szaijan.fantasy_football.player.nfl_team ?y .?y ns:user.szaijan.fantasy_football.player.nfl_team ?x .	0
what team does <e> play for 2011?	ns:user.szaijan.fantasy_football.player.nfl_team ?y .?y ns:sports.sports_team.location ?x .	0
what team does <e> play for 2011?	ns:user.szaijan.fantasy_football.player.nfl_team ?y .?y ns:sports.sports_team.sport ?x .	0
what team does <e> play for 2011?	ns:user.szaijan.fantasy_football.player.nfl_team ?y .?y ns:sports.sports_team.roster ?x .	0
what team does <e> play for 2011?	ns:user.szaijan.fantasy_football.player.nfl_team ?y .?y ns:american_football.football_team.home_games ?x .	0
what team does <e> play for 2011?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.athlete ?x .	0
what team does <e> play for 2011?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.sport ?x .	0
what team does <e> play for 2011?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.career_start ?x .	0
what team does <e> play for 2011?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:type.object.type ?x .	0
what type of monarchy did <e> have during the glorious revolution?	ns:location.country.form_of_government ?x .	1
what type of monarchy did <e> have during the glorious revolution?	ns:religion.religious_leadership_jurisdiction.leader ?x .	0
what type of monarchy did <e> have during the glorious revolution?	ns:government.governmental_jurisdiction.governing_officials ?x .	0
what type of monarchy did <e> have during the glorious revolution?	ns:government.governmental_jurisdiction.government_bodies ?x .	0
what type of monarchy did <e> have during the glorious revolution?	ns:royalty.kingdom.rulers ?x .	0
what type of monarchy did <e> have during the glorious revolution?	ns:location.location.events ?x .	0
which book did <e> write in 1827	ns:book.author.works_written ?x .	1
which book did <e> write in 1827	ns:book.author.book_editions_published ?x .	0
which book did <e> write in 1827	ns:book.periodical_editor.periodicals_edited ?x .	0
which book did <e> write in 1827	ns:music.lyricist.lyrics_written ?x .	0
which book did <e> write in 1827	ns:symbols.name_source.namesakes ?x .	0
which book did <e> write in 1827	ns:user.agroschim.default_domain.notable_author_of_a_lit_movement.literary_movement ?x .	0
what did <e> do in the revolutionary war?	ns:military.military_commander.military_commands ?y .?y ns:military.military_command.military_conflict ?x .	1
what did <e> do in the revolutionary war?	ns:military.military_person.participated_in_conflicts ?y .?y ns:military.military_conflict.military_personnel_involved ?x .	0
what did <e> do in the revolutionary war?	ns:military.military_person.participated_in_conflicts ?y .?y ns:military.military_conflict.casualties ?x .	0
what did <e> do in the revolutionary war?	ns:military.military_person.participated_in_conflicts ?y .?y ns:base.culturalevent.event.entity_involved ?x .	0
what did <e> do in the revolutionary war?	ns:military.military_person.participated_in_conflicts ?y .?y ns:time.event.includes_event ?x .	0
what did <e> do in the revolutionary war?	ns:military.military_person.participated_in_conflicts ?y .?y ns:time.event.included_in_event ?x .	0
what did <e> do in the revolutionary war?	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.to ?x .	0
what did <e> do in the revolutionary war?	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.office_position_or_title ?x .	0
what did <e> do in the revolutionary war?	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.jurisdiction_of_office ?x .	0
what did <e> do in the revolutionary war?	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.appointed_by ?x .	0
what did <e> do in the revolutionary war?	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.from ?x .	0
what did <e> do in the revolutionary war?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	0
what did <e> do in the revolutionary war?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.party ?x .	0
what did <e> do in the revolutionary war?	ns:government.politician.party ?y .?y ns:type.object.type ?x .	0
what did <e> do in the revolutionary war?	ns:people.person.nationality ?y .?y ns:common.topic.notable_for ?x .	0
what did <e> do in the revolutionary war?	ns:people.person.nationality ?y .?y ns:common.topic.notable_types ?x .	0
what did <e> do in the revolutionary war?	ns:people.person.nationality ?y .?y ns:location.dated_location.date_founded ?x .	0
what did <e> do in the revolutionary war?	ns:people.person.nationality ?y .?y ns:location.statistical_region.electricity_consumption_per_capita ?x .	0
what did <e> do in the revolutionary war?	ns:people.person.nationality ?y .?y ns:location.statistical_region.places_exported_to ?x .	0
what did <e> do in the revolutionary war?	ns:common.topic.notable_for ?y .?y ns:common.notable_for.object ?x .	0
what did <e> do in the revolutionary war?	ns:common.topic.notable_for ?y .?y ns:common.notable_for.notable_object ?x .	0
what did <e> do in the revolutionary war?	ns:common.topic.notable_for ?y .?y ns:common.notable_for.display_name ?x .	0
what did <e> do in the revolutionary war?	ns:common.topic.notable_for ?y .?y ns:type.object.type ?x .	0
which monarch was the son of <e>	ns:people.person.children ?x .	1
which monarch was the son of <e>	ns:royalty.monarch.royal_line ?x .	0
which monarch was the son of <e>	ns:people.family_member.family ?x .	0
which monarch was the son of <e>	ns:royalty.noble_person.titles ?x .	0
which monarch was the son of <e>	ns:people.person.parents ?x .	0
which monarch was the son of <e>	ns:people.person.spouse_s ?x .	0
which character did jack nicholson play in <e>?	ns:film.film.starring ?y .?y ns:film.performance.character ?x .	1
which character did jack nicholson play in <e>?	ns:film.film.runtime ?y .?y ns:film.film_cut.film ?x .	0
which character did jack nicholson play in <e>?	ns:film.film.runtime ?y .?y ns:film.film_cut.runtime ?x .	0
which character did jack nicholson play in <e>?	ns:film.film.runtime ?y .?y ns:type.object.type ?x .	0
which character did jack nicholson play in <e>?	ns:film.film.film_format ?y .?y ns:film.film_format.film_format ?x .	0
which character did jack nicholson play in <e>?	ns:film.film.film_format ?y .?y ns:type.object.name ?x .	0
which character did jack nicholson play in <e>?	ns:film.film.film_format ?y .?y ns:type.object.type ?x .	0
